1983,1,1,1638
1983,1,2,1592
1983,1,3,1475
1983,1,4,1417
1983,1,5,1445
1983,1,6,1431
1983,1,7,1470
1983,1,8,1507
1983,1,9,1449
1983,1,10,1452
1983,1,11,1464
1983,1,12,1460
1983,1,13,1498
1983,1,14,1562
1983,1,15,1523
1983,1,16,1511
1983,1,17,1515
1983,1,18,1497
1983,1,19,1450
1983,1,20,1331
1983,1,21,1297
1983,1,22,1321
1983,1,23,1367
1983,1,24,1367
1983,1,25,1383
1983,1,26,1440
1983,1,27,1459
1983,1,28,1522
1983,1,29,1557
1983,1,30,1596
1983,1,31,1568
1983,2,1,1440
1983,2,2,1400
1983,2,3,1357
1983,2,4,1303
1983,2,5,1306
1983,2,6,1354
1983,2,7,1366
1983,2,8,1321
1983,2,9,1347
1983,2,10,1344
1983,2,11,1386
1983,2,12,1446
1983,2,13,1476
1983,2,14,1450
1983,2,15,1428
1983,2,16,1456
1983,2,17,1445
1983,2,18,1425
1983,2,19,1423
1983,2,20,1410
1983,2,21,1403
1983,2,22,1433
1983,2,23,1473
1983,2,24,1492
1983,2,25,1553
1983,2,26,1681
1983,2,27,1801
1983,2,28,1748
1983,3,1,1696
1983,3,2,1639
1983,3,3,1560
1983,3,4,1478
1983,3,5,1449
1983,3,6,1468
1983,3,7,1492
1983,3,8,1506
1983,3,9,1523
1983,3,10,1568
1983,3,11,1568
1983,3,12,1614
1983,3,13,1670
1983,3,14,1711
1983,3,15,1769
1983,3,16,1823
1983,3,17,1738
1983,3,18,1648
1983,3,19,1614
1983,3,20,1606
1983,3,21,1638
1983,3,22,1668
1983,3,23,1657
1983,3,24,1636
1983,3,25,1601
1983,3,26,1631
1983,3,27,1689
1983,3,28,1799
1983,3,29,1806
1983,3,30,1739
1983,3,31,1687
1983,4,1,1596
1983,4,2,1565
1983,4,3,1617
1983,4,4,1647
1983,4,5,1681
1983,4,6,1724
1983,4,7,1725
1983,4,8,1726
1983,4,9,1803
1983,4,10,1807
1983,4,11,1804
1983,4,12,1853
1983,4,13,1859
1983,4,14,1819
1983,4,15,1851
1983,4,16,1911
1983,4,17,1819
1983,4,18,1731
1983,4,19,1647
1983,4,20,1594
1983,4,21,1643
1983,4,22,1711
1983,4,23,1753
1983,4,24,1861
1983,4,25,1941
1983,4,26,1963
1983,4,27,1957
1983,4,28,1954
1983,4,29,1942
1983,4,30,1932
1983,5,1,1883
1983,5,2,1822
1983,5,3,1820
1983,5,4,1807
1983,5,5,1758
1983,5,6,1799
1983,5,7,1887
1983,5,8,1908
1983,5,9,1930
1983,5,10,1971
1983,5,11,2012
1983,5,12,2081
1983,5,13,2149
1983,5,14,2105
1983,5,15,2065
1983,5,16,1994
